Country,Year,Date,Holiday_Name,Local_Name,Type,Description,Holiday_Season,Holiday_Month
AU,2029,2029-12-09,Last day of Hanukkah,,Hebrew,"The last day of Hanukkah marks the end of a festive Jewish occasion, known as Hanukkah or Chanukah.",Winter,12
AU,2029,2029-12-22T01:14:04+11:00,December Solstice,,Season,December Solstice in Australia (Sydney),Winter,12
AU,2029,2029-12-24,Christmas Eve,,Observance,"Christmas Eve in Australia is annually celebrated on December 24, which is the day before Christmas Day.",Winter,12
AU,2029,2029-12-24,Christmas Eve,,Local Holiday,"Christmas Eve in Australia is annually celebrated on December 24, which is the day before Christmas Day.",Winter,12
AU,2029,2029-12-25,Christmas Day,,"National Holiday, Christian","Christians celebrate the birth of Jesus on Christmas Day, which is in the middle of summer in Australia.",Winter,12
AU,2029,2029-12-25,Christmas Day,,Local Holiday,"Christians celebrate the birth of Jesus on Christmas Day, which is in the middle of summer in Australia.",Winter,12
AU,2029,2029-12-26,Boxing Day,,"National Holiday, Christian",December 26 is the Boxing Day holiday celebrated in Australia.,Winter,12
AU,2029,2029-12-31,New Year's Eve,,Local Holiday,"Many Australians celebrate New Year’s Eve on December 31 each year, which coincides with the date before New Year’s Day in the Gregorian calendar.",Winter,12
AU,2029,2029-12-31,New Year's Eve,,Observance,"Many Australians celebrate New Year’s Eve on December 31 each year, which coincides with the date before New Year’s Day in the Gregorian calendar.",Winter,12
AU,2030,2030-01-01,New Year's Day,,National Holiday,New Year's Day is the first day of the year in the Gregorian calendar used in Australia and many other countries.,Winter,1
AU,2030,2030-01-06,Epiphany,,Christian,Many people in countries such as Australia annually observe Epiphany on January 6.,Winter,1
AU,2030,2030-01-06,Ramadan Start,,Muslim,"Many Muslims in Australia welcome Ramadan as period of fasting, self-evaluation and spiritual growth. Ramadan is the ninth month in the Islamic calendar.",Winter,1
AU,2030,2030-01-07,Orthodox Christmas Day,,Orthodox,Many Orthodox Christian churches in countries such as Australia observe Christmas Day on or near January 7 in the Gregorian calendar.,Winter,1
AU,2030,2030-01-14,Orthodox New Year,,Orthodox,Many Orthodox Christian churches in countries such as Australia celebrate New Year’s Day on January 14 in the Gregorian calendar.,Winter,1
AU,2030,2030-01-19,Tu B'Shevat (Arbor Day),,Hebrew,"Tu B’Shevat is known as the “New Year for Trees”, is one of the four Jewish New Years.",Winter,1
AU,2030,2030-01-26,Australia Day,,National Holiday,Australia Day is the Australian national day. It is celebrated on January 26 each year.,Winter,1
AU,2030,2030-01-28,Australia Day Observed,,Common Local Holiday,Australia Day is the Australian national day. It is celebrated on January 26 each year.,Winter,1
AU,2030,2030-01-31,Lailat al-Qadr,,Muslim,Laylat al-Qadr is most likely to be held on one of the last 10 days of month of Ramadan in the Islamic calendar.,Winter,1
AU,2030,2030-02-03,Lunar New Year,,Observance,Lunar New Year marks the first day of the New Year in the Chinese calendar.,Winter,2
AU,2030,2030-02-03,Lunar New Year,,Local Holiday,Lunar New Year marks the first day of the New Year in the Chinese calendar.,Winter,2
AU,2030,2030-02-04,Lunar New Year Holiday (Day 2),,Local Holiday,Lunar New Year Holiday (Day 2) is a state holiday in Australia,Winter,2
AU,2030,2030-02-05,Eid ul Fitr,,Muslim,"Eid al-Fitr, which is on the first day of the Islamic month of Shawwal, marks the end of the month-long fast of Ramadan.",Winter,2
AU,2030,2030-02-05,Hari Raya Puasa,,Local Holiday,"Eid al-Fitr is a holiday to mark the end of the Islamic month of Ramadan, during which Muslims fast during the hours of daylight.",Winter,2
AU,2030,2030-02-11,Royal Hobart Regatta,,Local Holiday,"The Royal Hobart Regatta is an annual public holiday in southern Tasmania, Australia, on the second Monday in February.",Winter,2
AU,2030,2030-02-14,Valentine's Day,,Observance,"Valentine’s Day, which is annually held on February 14, is one of the most romantic days in the year for many people in countries such as Australia.",Winter,2
AU,2030,2030-03-04,Labour Day,,Common Local Holiday,Labour Day in Australia celebrates workers’ role in contributing towards the nation’s economy. It is an annual public holiday but its date varies across the states and territories.,Spring,3
AU,2030,2030-03-05,Carnival / Shrove Tuesday / Pancake Day,,Christian,Shrove Tuesday is the day before the start of the Lent period for many Christians in Australia.,Spring,3
AU,2030,2030-03-06,Ash Wednesday,,Christian,Ash Wednesday marks the first day of Lent in for many Christians in Australia.,Spring,3
AU,2030,2030-03-11,Labour Day,,Common Local Holiday,Labour Day in Australia celebrates workers’ role in contributing towards the nation’s economy. It is an annual public holiday but its date varies across the states and territories.,Spring,3
AU,2030,2030-03-11,Eight Hours Day,,Common Local Holiday,Labour Day in Australia celebrates workers’ role in contributing towards the nation’s economy. It is an annual public holiday but its date varies across the states and territories.,Spring,3
AU,2030,2030-03-11,Adelaide Cup,,Local Holiday,Adelaide Cup is a state holiday and a horse racing event in South Australia.,Spring,3
AU,2030,2030-03-11,Canberra Day,,Local Holiday,Canberra Day is a public holiday that celebrates Canberra’s official founding in the Australian Capital Territory.,Spring,3
AU,2030,2030-03-17,St Patrick's Day,,Observance,"St Patrick’s Day is a popular observance in Australia to honor Irish culture and commemorate one of Ireland’s patron saints, St Patrick.",Spring,3
AU,2030,2030-03-19,Purim,,Hebrew,"Purim commemorates a time when Jewish people were saved from death around the fourth century BCE, according to the Book of Esther.",Spring,3
AU,2030,2030-03-21T00:51:58+11:00,March Equinox,,Season,March Equinox in Australia (Sydney),Spring,3
AU,2030,2030-03-21,Harmony Day,,Observance,"Harmony Day is a national observance that celebrates Australia’s cultural, linguistic and religious diversity on March 21 every year.",Spring,3
AU,2030,2030-03-21,National Close the Gap Day,,Observance,Unknown,Spring,3
AU,2030,2030-04-06,Self Determination Day,,Local Holiday,Self Determination Day is a state holiday in Australia,Spring,4
AU,2030,2030-04-07T03:00:00+11:00,Daylight Saving Time ends,,Clock Change/Daylight Saving Time,Daylight Saving Time ends in Australia,Spring,4
AU,2030,2030-04-08,Day off for Self Determination Day,,Local Holiday,Self Determination Day is a state holiday in Australia,Spring,4
AU,2030,2030-04-14,Palm Sunday,,Christian,Palm Sunday in Australia celebrates Jesus Christ’s entry into Jerusalem. It is also the Sunday before Easter Sunday.,Spring,4
AU,2030,2030-04-14,Eid al-Adha,,Muslim,Many Muslims in Australia celebrate Eid al- Adha around the 10th to the 13th days of the Islamic month of Dhu al-Hijjah.,Spring,4
AU,2030,2030-04-14,Hari Raya Haji,,Local Holiday,Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.,Spring,4
AU,2030,2030-04-15,Day off for Hari Raya Haji,,Local Holiday,Eid al-Adha (Id ul-Adha) is an Islamic festival falling on the 10th day of the month of Dhul Hijja (Thou al-Hijja) to commemorate the willingness of Ibrahim (Abraham) to sacrifice his son.,Spring,4
AU,2030,2030-04-18,Maundy Thursday,,Christian,Many Christians in the Australia celebrate Maundy Thursday on the Thursday before Good Friday.,Spring,4
AU,2030,2030-04-18,First day of Passover,,Hebrew,Passover is a Jewish observance of the liberation from slavery and the Israelites' exodus from Egypt around 3000 years ago.,Spring,4
AU,2030,2030-04-19,Good Friday,,"National Holiday, Christian",Good Friday is two days before Easter Sunday and is a national holiday in Australia.,Spring,4
AU,2030,2030-04-19,Good Friday,,Local Holiday,Good Friday is two days before Easter Sunday and is a national holiday in Australia.,Spring,4
AU,2030,2030-04-20,Holy Saturday,,Common Local Holiday,Holy Saturday is the day before Easter Sunday and is a public holiday in some states and the two territories in Australia.,Spring,4
AU,2030,2030-04-21,Easter Sunday,,Common Local Holiday,"On Easter Sunday, Christians celebrate the resurrection of Jesus Christ after his crucifixion.",Spring,4
AU,2030,2030-04-21,Easter Sunday,,Observance,"On Easter Sunday, Christians celebrate the resurrection of Jesus Christ after his crucifixion.",Spring,4
AU,2030,2030-04-22,Easter Monday,,Local Observance,Easter Monday is the day after Easter Sunday and is a nationwide holiday in Australia.,Spring,4
AU,2030,2030-04-22,Easter Monday,,"National Holiday, Christian",Easter Monday is the day after Easter Sunday and is a nationwide holiday in Australia.,Spring,4
AU,2030,2030-04-23,Easter Tuesday,,Local Holiday,Easter Tuesday is a public holiday in the Australian state of Tasmania.,Spring,4
AU,2030,2030-04-25,Last day of Passover,,Hebrew,"The last day of Passover marks the end of the Passover period, which lasts for seven or eight days.",Spring,4
AU,2030,2030-04-25,ANZAC Day,,National Holiday,ANZAC Day is the anniversary of the landing of troops from Australia and New Zealand on the Gallipoli Peninsula in Turkey during in World War I.,Spring,4
AU,2030,2030-04-25,ANZAC Day Observed,,Local Holiday,ANZAC Day is the anniversary of the landing of troops from Australia and New Zealand on the Gallipoli Peninsula in Turkey during in World War I.,Spring,4
AU,2030,2030-04-26,Orthodox Good Friday,,Orthodox,Many Orthodox Christians in Australia remember the events leading up to Jesus Christ's crucifixion on Great Friday.,Spring,4
AU,2030,2030-04-27,Orthodox Holy Saturday,,Orthodox,Many Orthodox Christians in Australia remember Jesus Christ’s burial and his descent into Hades on Holy Saturday.,Spring,4
AU,2030,2030-04-28,Orthodox Easter,,Orthodox,"Many Orthodox Christians in Australia celebrate Jesus Christ’s resurrection on Easter Sunday, also known as Pascha.",Spring,4
AU,2030,2030-04-29,Orthodox Easter Monday,,Orthodox,Many Orthodox churches in Australia observe Easter Monday on the day after the Orthodox Easter Sunday date.,Spring,4
AU,2030,2030-04-30,Yom HaShoah,,Hebrew,Yom Hashoah remembers the lives and sacrifices of about six million Holocaust victims who died during World War II. This observance is annually held on the 27th day of the month of Nisan.,Spring,4
AU,2030,2030-05-04,Muharram/Islamic New Year,,Muslim,"The first day of Muharram, which is the first month in the Islamic calendar, marks the start of the Islamic New Year.",Spring,5
AU,2030,2030-05-06,May Day,,Common Local Holiday,Labour Day in Australia celebrates workers’ role in contributing towards the nation’s economy. It is an annual public holiday but its date varies across the states and territories.,Spring,5
AU,2030,2030-05-06,Labour Day,,Common Local Holiday,Labour Day in Australia celebrates workers’ role in contributing towards the nation’s economy. It is an annual public holiday but its date varies across the states and territories.,Spring,5
AU,2030,2030-05-08,Yom HaAtzmaut,,Hebrew,"Many Jewish communities in Australia celebrate Yom Ha’Atzmaut, which is Israel’s Independence Day, on the fifth day of the month of Iyar in the Jewish calendar.",Spring,5
AU,2030,2030-05-12,Mother's Day,,Observance,Mother’s Day is celebrated in Australia on the second Sunday of May each year.,Spring,5
AU,2030,2030-05-13,Ashura,,Muslim,Ashura is a Muslim in Australia,Spring,5
AU,2030,2030-05-21,Lag B'Omer,,Hebrew,Many Jewish Australians observe Lag B’Omer on the 18th day of the month of Iyar in the Jewish calendar.,Spring,5
AU,2030,2030-05-26,National Sorry Day,,Observance,National Sorry Day is an Australia-wide observance that acknowledges the impact of Australia’s Stolen Generations.,Spring,5
AU,2030,2030-05-27,Reconciliation Day,,Local Holiday,Reconciliation Day is a state holiday in the Australian Capital Territory.,Spring,5
AU,2030,2030-05-30,Ascension Day,,Christian,"Ascension Day is the 40th day of Easter and commemorates Jesus Christ’s ascension into heaven, according to Christian belief.",Spring,5
AU,2030,2030-06-03,Western Australia Day,,Local Holiday,Foundation Day is a public holiday in the state of Western Australia to commemorate the founding of the first British colony in the state.,Summer,6
AU,2030,2030-06-06,King's Birthday,,Common Local Holiday,The King’s birthday is an annual public holiday in parts of Australia celebrating the official birthday of King Charles III.,Summer,6
AU,2030,2030-06-06,Queensland Day,,Local Observance,Queenslanders commemorate their state’s birthday on Queensland Day in Australia.,Summer,6
AU,2030,2030-06-07,Shavuot,,Hebrew,"Shavuot, also known as the Festival of Weeks, is one of three major Jewish festivals celebrated among many Jewish Australians.",Summer,6
AU,2030,2030-06-09,Pentecost,,Christian,"Many Christians in Australia observe Pentecost, also known as Whitsunday or Whit Sunday.",Summer,6
AU,2030,2030-06-10,Whit Monday,,Christian,"Whit Monday is a Christian observance also known as Pentecost Monday. It is the day after Pentecost, or Whitsunday.",Summer,6
AU,2030,2030-06-10,King's Birthday,,Common Local Holiday,The King’s birthday is an annual public holiday in parts of Australia celebrating the official birthday of King Charles III.,Summer,6
AU,2030,2030-06-16,Trinity Sunday,,Christian,"Many churches in Australia observe Trinity Sunday, a Christian feast that occurs on the first Sunday after Pentecost.",Summer,6
